"net_tfa","age","inc","educ","fsize","marr","twoearn","db","pira","hown","p401","e401"
215121,61,45444,13,2,1,0,0,1,1,0,0
20,32,12243,12,1,0,0,0,0,0,0,0
-1795,48,10338,12,3,1,0,0,0,1,0,0
0,34,4548,12,2,0,0,0,0,0,0,0
-1501,35,43134,13,4,1,1,0,0,1,0,0
-500,43,51447,12,5,1,1,0,0,1,0,0
10400,28,13410,14,1,0,0,0,0,0,0,0
62818,38,53925,18,4,1,1,0,1,1,0,0
9800,50,28650,16,2,0,0,1,0,1,0,0
-2051,32,20205,13,5,1,0,0,0,0,0,0
-1346,55,29634,16,2,0,0,0,0,1,0,0
400,63,24096,6,2,1,0,0,0,1,0,0
109100,35,23973,12,1,0,0,0,1,0,0,0
2300,29,18168,10,4,0,0,0,0,0,0,0
49450,51,105396,16,1,1,0,0,0,1,0,0
-5150,47,23010,12,4,1,0,0,0,0,0,0
49700,27,147996,16,2,1,1,0,0,0,0,0
10181,45,54150,14,3,1,1,0,1,1,0,0
1500,31,44868,12,4,1,1,0,0,0,0,0
200,29,18336,14,1,0,0,1,0,0,0,0
1500,42,24345,12,3,1,1,0,0,0,0,0
40000,46,160200,14,6,1,1,0,1,1,0,0
0,50,20400,12,2,1,0,0,0,1,0,0
10700,42,40500,16,4,1,0,0,0,1,0,0
5300,37,54621,18,4,0,0,0,1,1,0,0
999,53,21888,12,1,0,0,0,0,1,0,0
61898,59,37920,12,3,1,0,0,1,1,0,0
3300,37,52821,16,5,1,0,0,1,1,0,0
0,28,3150,11,2,0,0,0,0,0,0,0
990,45,14427,14,3,1,0,1,1,1,0,0
33000,31,41376,16,3,1,0,0,0,0,0,0
-450,25,34794,12,3,1,1,1,0,1,0,0
28300,55,55752,18,2,0,0,1,1,1,0,0
-4250,43,25131,15,5,1,1,0,0,0,0,0
-4250,52,12966,12,2,0,0,0,0,1,0,0
-2000,30,40389,14,5,1,1,1,0,1,0,0
200,42,30600,11,4,1,0,0,0,1,0,0
-5200,40,25506,12,1,0,0,0,1,0,0,0
4200,57,27366,12,2,1,0,0,0,1,0,0
14999,46,40950,16,5,1,1,0,0,1,0,0
0,54,8478,5,5,0,0,0,0,0,0,0
8260,47,37932,12,2,1,1,1,1,1,0,0
11137,62,17403,12,1,0,0,0,0,1,0,0
-40000,46,40224,12,1,0,0,1,0,0,0,0
3200,49,39801,11,1,0,0,0,0,0,0,0
3441,26,44205,15,2,1,1,0,0,1,0,0
-4501,36,19251,12,3,1,0,0,0,0,0,0
1744,64,30108,12,2,1,1,1,0,1,0,0
-295,42,12213,12,5,1,1,0,0,0,0,0
5071,62,29616,12,2,0,0,0,1,1,0,0
-158,32,29244,18,1,0,0,0,0,1,0,0
-27770,34,17022,18,1,0,0,0,0,0,0,0
-300,43,3825,9,5,1,0,0,0,0,0,0
0,29,10176,11,2,0,0,0,0,0,0,0
74999,50,18186,12,3,0,0,1,0,1,0,0
0,36,17928,14,3,0,0,0,0,0,0,0
-2000,40,3696,12,3,0,0,0,0,1,0,0
17556,26,5004,12,3,0,0,1,0,1,0,0
18545,54,35280,13,2,1,1,0,1,0,0,0
500,51,13473,10,2,0,0,0,0,1,0,0
19242,44,45816,16,3,0,0,0,1,1,0,0
0,36,24000,14,1,0,0,0,0,1,0,0
300,56,38382,9,2,1,1,0,0,0,0,0
11234,54,8580,10,1,0,0,0,0,1,0,0
0,34,11520,12,3,0,0,0,0,0,0,0
915,45,25527,14,2,0,0,0,1,1,0,0
-230,38,11919,10,2,0,0,0,0,1,0,0
2750,35,13200,16,4,1,0,0,0,1,0,0
0,44,30600,14,1,0,0,0,0,0,0,0
13300,39,34509,12,1,0,0,0,0,0,0,0
-10002,64,49365,14,2,1,0,1,1,1,0,0
0,40,28095,3,5,1,1,0,0,1,0,0
0,37,22950,7,7,1,1,0,0,0,0,0
15000,40,41535,12,4,1,0,0,1,1,0,0
1150,37,12852,12,2,0,0,0,0,1,0,0
-100,35,32208,13,2,1,1,0,0,0,0,0
900,50,13443,12,4,1,0,0,0,0,0,0
-4500,33,21060,12,1,0,0,1,1,1,0,0
-5186,49,47748,14,3,1,1,0,0,1,0,0
0,33,6900,3,4,1,0,0,0,0,0,0
40200,35,39480,12,3,1,1,0,1,1,0,0
12000,62,48600,16,4,1,0,0,0,1,0,0
-5710,53,15300,13,1,0,0,0,0,0,0,0
12200,32,17580,12,2,1,0,0,1,0,0,0
14071,32,28572,14,1,0,0,1,1,1,0,0
0,30,20310,16,1,0,0,0,0,0,0,0
-2700,52,25020,12,1,0,0,1,0,0,0,0
49538,42,15000,12,3,0,0,0,0,0,0,0
4591,26,28356,16,2,1,1,0,0,0,0,0
-980,32,24000,14,3,0,0,0,0,0,0,0
-2400,28,28887,18,2,1,1,0,0,0,0,0
-5701,49,16950,14,3,1,0,0,0,1,0,0
-8900,28,22500,16,1,0,0,0,0,0,0,0
-32400,30,66000,13,5,1,0,0,0,1,0,0
2400,61,4146,12,1,0,0,0,0,0,0,0
41899,45,28500,18,4,1,0,0,1,0,0,0
-6650,37,18000,12,1,0,0,0,0,0,0,0
-2610,40,38760,14,5,1,1,0,0,1,0,0
-600,27,64980,13,1,0,0,1,0,0,0,0
-501,30,7336,12,1,1,0,0,0,1,0,0
1000,28,25200,12,1,0,0,0,0,0,0,0
-3450,39,29001,12,3,0,0,1,0,1,0,0
800,45,26661,11,4,1,0,0,0,0,0,0
75,34,33105,11,5,1,0,0,0,1,0,0
-5770,30,29820,12,4,1,0,0,0,1,0,0
12000,56,77430,16,5,1,1,0,1,1,0,0
1299,43,23130,8,4,1,0,0,0,1,0,0
0,38,8670,12,7,0,0,0,0,0,0,0
24999,58,22620,12,2,0,0,0,1,1,0,0
-2282,58,10611,13,2,0,0,0,0,1,0,0
-21700,38,42378,14,4,1,1,0,0,1,0,0
-9800,34,21603,16,1,0,0,0,0,0,0,0
-1100,46,9120,10,5,1,0,0,0,0,0,0
39400,56,76500,14,3,1,1,0,1,1,0,0
399,61,19557,12,4,0,0,1,0,0,0,0
-5800,28,22806,14,3,1,1,0,0,0,0,0
-2101,32,19638,9,4,0,0,0,0,0,0,0
0,60,17400,14,3,1,0,0,0,0,0,0
0,36,19407,12,5,1,0,0,0,0,0,0
-2850,27,22200,16,1,0,0,0,0,0,0,0
10535,49,26679,12,1,0,0,1,0,1,0,0
-900,36,47385,12,6,1,1,0,0,1,0,0
3350,26,18090,15,1,0,0,0,0,0,0,0
3899,33,32160,10,4,1,1,0,0,0,0,0
0,32,36210,10,4,1,1,0,0,1,0,0
2899,47,33000,14,1,0,0,0,0,1,0,0
0,31,21828,12,4,1,0,0,0,0,0,0
0,30,12360,10,3,0,0,0,0,1,0,0
-1650,53,38988,12,4,1,1,1,1,1,0,0
-3750,31,24486,12,5,1,1,0,0,0,0,0
0,40,25500,12,6,1,0,0,0,1,0,0
20,44,55800,12,4,0,0,0,0,1,0,0
19599,47,28182,18,1,0,0,0,0,0,0,0
20,49,7500,14,4,0,0,0,0,1,0,0
0,38,8289,10,3,0,0,1,0,0,0,0
-3800,28,39609,14,3,1,1,0,0,1,0,0
-3150,36,24975,14,2,0,0,1,0,0,0,0
47280,55,36198,12,3,1,1,1,1,1,0,0
21356,30,37161,12,2,1,1,0,0,1,0,0
0,40,40662,16,3,0,0,1,0,0,0,0
-3200,28,55830,14,2,1,1,0,0,1,0,0
0,43,4836,11,5,1,0,0,0,1,0,0
-15100,42,30000,16,2,1,0,1,0,0,0,0
0,45,28152,12,3,1,1,0,0,1,0,0
800,51,21969,12,2,1,0,0,0,1,0,0
1449,42,25068,12,7,1,0,0,0,1,0,0
367,60,30990,14,2,1,1,0,0,1,0,0
40,47,13644,10,3,0,0,0,0,1,0,0
17498,41,161550,18,2,1,1,1,1,1,0,0
84400,59,25248,12,2,0,0,0,1,1,0,0
0,31,26862,12,3,0,0,0,0,0,0,0
0,40,4107,9,2,0,0,0,0,0,0,0
-4700,25,21150,18,1,0,0,0,0,0,0,0
-11270,36,78549,18,2,1,1,0,0,1,0,0
-1100,37,14850,16,1,0,0,0,0,0,0,0
-2400,25,6138,12,3,1,0,0,0,0,0,0
-5490,40,28044,13,4,1,1,1,0,1,0,0
30592,63,35547,15,3,1,1,0,1,1,0,0
5500,50,33750,12,2,1,1,1,0,1,0,0
3300,35,22800,17,3,1,0,0,0,1,0,0
0,30,12525,12,2,0,0,0,0,0,0,0
500,29,44895,15,3,1,1,0,0,1,0,0
820,32,40215,14,2,1,1,0,0,0,0,0
-7600,25,28335,12,3,1,1,0,0,0,0,0
10011,43,26463,14,1,0,0,1,1,1,0,0
200,32,15216,3,10,1,0,0,0,0,0,0
-5900,40,40800,18,1,0,0,1,0,1,0,0
-900,28,39618,13,3,0,0,0,0,1,0,0
2608,53,20406,12,3,1,0,0,1,1,0,0
0,31,21420,8,4,1,0,0,0,0,0,0
-600,32,11475,12,4,1,0,0,0,1,0,0
21900,51,37452,12,2,1,0,0,0,1,0,0
47870,48,40452,1,1,0,0,0,1,1,0,0
31402,38,55419,13,5,1,1,0,1,1,0,0
0,26,14616,16,2,0,0,0,0,0,0,0
1500,50,57132,13,2,0,0,0,0,0,0,0
0,31,20028,12,1,0,0,0,0,0,0,0
9800,32,21837,14,1,0,0,0,0,0,0,0
51000,63,22422,13,2,1,0,1,1,1,0,0
0,56,14280,16,1,0,0,0,0,0,0,0
0,25,34953,12,2,1,1,0,0,1,0,0
-3188,28,19542,12,4,1,1,1,0,1,0,0
18149,40,31785,14,6,1,0,0,0,1,0,0
-3250,46,15144,10,3,0,0,0,0,1,0,0
6200,41,28392,12,4,1,1,0,1,1,0,0
20700,61,49050,12,4,1,0,0,0,1,0,0
7620,27,13410,16,2,0,0,0,0,0,0,0
7599,57,21024,12,3,1,0,0,0,1,0,0
14264,25,9660,12,1,0,0,0,0,0,0,0
-3160,42,29298,15,4,1,1,1,0,1,0,0
6049,47,32568,17,4,1,1,0,1,1,0,0
0,57,23280,12,1,0,0,1,0,0,0,0
500,48,53412,12,2,1,1,1,0,1,0,0
-1450,25,17361,14,2,1,1,1,0,0,0,0
9217,50,91704,16,3,1,1,0,0,0,0,0
11099,38,22194,14,2,1,0,0,1,1,0,0
0,48,18696,12,2,0,0,0,0,0,0,0
-9500,25,26940,12,4,1,0,0,0,0,0,0
4650,35,45420,14,3,1,1,0,1,1,0,0
350,47,34059,12,3,1,0,0,0,1,0,0
0,46,61110,12,3,1,1,0,0,1,0,0
-970,28,28728,12,5,1,1,1,0,0,0,0
0,34,9180,8,4,1,0,0,0,0,0,0
-3073,26,43275,13,2,1,1,0,0,1,0,0
-500,46,35730,12,1,0,0,0,0,0,0,0
800,30,16872,11,4,1,0,0,0,0,0,0
3200,40,27150,12,6,1,0,0,1,1,0,0
0,37,28902,12,2,0,0,0,0,0,0,0
-6376,27,29598,18,1,0,0,0,0,0,0,0
10520,43,65526,14,4,1,1,0,0,1,0,0
28000,34,105246,14,2,1,1,0,1,1,0,0
0,28,5280,14,3,0,0,0,0,0,0,0
102598,48,17550,12,1,0,0,0,1,1,0,0
-3100,32,53976,10,3,1,1,0,0,0,0,0
0,41,4050,12,2,0,0,0,0,0,0,0
52200,56,22464,12,2,1,1,0,1,1,0,0
-11550,43,40428,13,5,1,1,0,0,1,0,0
46500,48,78918,17,2,1,1,0,1,0,0,0
0,36,8400,12,2,0,0,0,0,0,0,0
-1140,26,32001,17,1,0,0,1,0,0,0,0
606,37,21603,16,1,0,0,1,1,0,0,0
686,36,19200,14,3,0,0,0,0,1,0,0
350,27,27810,14,2,1,1,0,0,1,0,0
0,37,11313,12,3,0,0,0,0,1,0,0
7000,28,38466,16,2,1,0,0,0,1,0,0
-275,35,29910,12,5,1,1,0,0,1,0,0
6399,39,91980,13,3,1,1,0,1,1,0,0
17565,50,42759,12,4,1,0,0,1,1,0,0
50,32,9144,12,1,0,0,0,0,1,0,0
0,51,11880,6,5,1,0,0,0,0,0,0
0,26,21990,12,5,1,1,1,0,1,0,0
10950,48,30870,12,3,0,0,0,1,1,0,0
-6700,64,17040,8,1,0,0,0,0,1,0,0
1100,45,41886,12,4,1,1,0,0,1,0,0
-4311,44,39114,12,5,1,1,1,0,1,0,0
86399,50,18981,18,2,0,0,1,1,1,0,0
0,43,31254,12,4,1,1,0,0,1,0,0
350,28,12750,12,4,0,0,0,0,0,0,0
1907,31,58980,1,4,1,1,0,1,1,0,0
7500,47,33930,12,4,1,0,0,0,1,0,0
-2000,29,12000,13,2,0,0,0,0,0,0,0
100,30,13005,13,1,0,0,0,0,0,0,0
1400,39,14025,12,5,1,1,0,0,1,0,0
29598,36,37077,12,4,1,1,0,0,1,0,0
17748,41,30927,9,3,1,0,0,1,1,0,0
758,64,11247,12,2,0,0,1,0,1,0,0
-1370,28,10710,12,2,0,0,0,0,0,0,0
21000,58,30528,17,1,0,0,0,0,0,0,0
-10060,28,54894,16,2,1,1,0,0,0,0,0
-991,34,42429,13,2,1,1,1,1,1,0,0
2000,58,49290,16,6,1,0,1,0,1,0,0
18460,46,49431,12,4,1,1,0,1,1,0,0
6000,39,41475,12,1,0,0,1,0,0,0,0
-2650,36,15639,12,7,1,0,0,0,0,0,0
-9500,46,25773,12,2,1,1,0,0,1,0,0
-6500,26,14010,16,1,0,0,1,0,0,0,0
-2551,41,48273,14,3,0,0,1,0,1,0,0
15,28,18360,16,1,0,0,0,0,0,0,0
0,46,9180,6,5,0,0,0,0,0,0,0
4000,31,100356,16,1,0,0,0,0,1,0,0
2600,28,29160,12,1,0,0,0,0,0,0,0
-1800,25,27726,12,5,1,0,0,0,0,0,0
50,45,28560,12,6,1,0,0,0,1,0,0
75,52,33624,12,3,1,0,0,0,1,0,0
6500,31,26058,12,1,0,0,0,0,0,0,0
-2731,37,20004,12,4,1,1,0,0,1,0,0
90,52,23625,16,1,0,0,0,0,0,0,0
3300,50,34164,12,4,1,0,0,1,1,0,0
4000,33,31200,16,5,1,0,0,0,1,0,0
2691,36,36045,12,4,1,0,0,1,1,0,0
0,40,17136,7,4,0,0,0,0,0,0,0
1200,32,34788,12,2,1,0,0,0,1,0,0
-595,32,14790,12,1,0,0,0,0,0,0,0
8099,62,52320,12,2,1,1,1,0,1,0,0
28200,56,80400,14,2,1,1,1,1,1,0,0
-122,44,66579,15,3,0,0,0,0,1,0,0
2000,33,63969,13,4,1,1,0,0,1,0,0
-14600,32,7530,18,1,0,0,0,0,0,0,0
1509,39,29151,13,5,1,1,0,0,1,0,0
-13930,44,15603,7,2,1,0,0,0,1,0,0
13000,48,28422,8,6,1,0,0,0,1,0,0
10999,47,56976,12,3,1,1,1,0,1,0,0
-1260,34,17007,12,4,1,0,0,0,1,0,0
32148,63,87720,18,3,1,1,1,1,1,0,0
-250,46,26172,12,4,1,1,0,0,0,0,0
-1000,40,10560,12,3,0,0,0,0,0,0,0
52,30,25878,12,3,1,0,0,0,1,0,0
0,46,7854,11,3,0,0,0,0,0,0,0
21199,29,25803,12,1,0,0,0,0,0,0,0
-150,33,13326,10,5,1,1,0,0,1,0,0
0,26,2805,6,5,1,0,0,0,0,0,0
21800,44,98880,15,2,1,1,0,0,1,0,0
-15321,42,42819,15,4,1,1,0,0,1,0,0
2325,37,19440,12,1,0,0,1,1,1,0,0
18200,47,49086,12,3,1,1,0,1,1,0,0
8000,31,14880,16,1,0,0,0,0,0,0,0
999,26,55779,15,2,1,1,0,0,1,0,0
0,36,25500,9,5,1,1,0,0,0,0,0
-5200,31,46050,16,3,1,0,0,0,0,0,0
18750,52,29865,12,2,1,0,0,1,0,0,0
-1500,42,47682,12,4,1,0,0,0,1,0,0
3100,39,21300,12,3,1,0,0,0,1,0,0
1000,54,13797,9,1,0,0,1,0,1,0,0
82250,40,86400,18,5,1,0,0,1,1,0,0
-400,35,7860,14,2,0,0,0,0,0,0,0
-250,28,21639,13,2,0,0,0,0,1,0,0
-2500,42,123246,16,3,1,1,1,0,0,0,0
3222,53,29169,12,4,1,0,0,1,1,0,0
13259,35,60897,12,1,0,0,0,0,1,0,0
-86,27,15852,15,1,0,0,1,0,0,0,0
-4975,27,26259,15,1,0,0,0,0,0,0,0
50400,38,74724,18,2,1,1,0,1,1,0,0
102981,40,36177,12,2,1,1,0,1,1,0,0
-3001,25,19230,13,1,0,0,0,0,0,0,0
13100,54,13296,12,1,0,0,0,0,1,0,0
-2300,31,37524,12,7,1,0,0,0,1,0,0
2500,59,19872,12,1,0,0,0,0,1,0,0
-350,25,17418,12,5,1,0,0,0,1,0,0
-14091,39,48138,16,4,1,1,0,0,1,0,0
3137,37,14085,14,2,1,1,0,0,0,0,0
100,25,14790,12,1,0,0,0,0,1,0,0
-25,44,5760,12,5,0,0,0,0,1,0,0
45999,34,51162,17,3,0,0,1,1,1,0,0
398,37,20781,9,2,1,0,0,0,0,0,0
0,56,8670,9,3,0,0,0,0,1,0,0
-16225,35,31191,14,2,0,0,0,0,1,0,0
-1000,27,17340,5,5,1,0,0,0,0,0,0
0,33,16062,12,3,0,0,0,0,0,0,0
-425,37,48000,17,3,0,0,0,0,0,0,0
3078,47,66021,14,4,1,1,1,0,0,0,0
8043,50,54981,12,2,1,1,0,0,1,0,0
-1800,57,19440,12,5,0,0,1,0,1,0,0
-6400,31,26235,14,5,1,1,0,0,0,0,0
500,27,18006,13,1,0,0,0,0,0,0,0
18999,55,27600,17,3,0,0,1,0,0,0,0
950,27,34704,14,5,1,1,0,0,1,0,0
374,33,17229,9,2,0,0,0,0,1,0,0
-2240,44,31530,14,2,0,0,0,0,1,0,0
10400,52,44271,15,6,1,1,0,1,1,0,0
24,50,7923,9,1,0,0,0,0,1,0,0
-600,56,15480,10,4,0,0,0,0,0,0,0
-734,42,17814,13,3,1,0,0,0,0,0,0
20000,62,30381,11,2,1,0,0,0,1,0,0
-2000,46,15540,12,1,0,0,1,0,0,0,0
105000,36,85437,12,5,1,0,0,1,1,0,0
20000,44,22500,18,1,0,0,0,0,0,0,0
19947,58,38949,12,2,1,0,0,1,1,0,0
-200,55,36924,12,2,1,1,1,0,1,0,0
-300,29,33600,14,4,1,1,0,0,0,0,0
300,29,5283,12,1,0,0,0,0,1,0,0
10900,41,14064,12,1,0,0,0,1,1,0,0
-501,31,24810,17,1,0,0,0,0,0,0,0
-1500,39,13104,12,1,0,0,1,0,1,0,0
600,32,17646,14,3,1,0,0,0,1,0,0
-14701,47,42690,18,1,0,0,0,0,0,0,0
-1301,25,24177,13,1,0,0,1,0,0,0,0
0,26,10710,12,1,0,0,0,0,0,0,0
0,32,2430,12,5,1,1,0,0,0,0,0
5200,44,45573,14,4,1,1,0,0,1,0,0
57852,38,80085,16,3,1,1,1,1,1,0,0
0,48,8670,10,1,0,0,0,0,0,0,0
-440,44,41556,16,4,1,1,1,0,1,0,0
-10200,25,61830,16,2,1,1,0,0,0,0,0
100,31,28800,12,8,1,0,0,0,0,0,0
-986,47,21300,16,6,1,0,0,0,0,0,0
-1360,40,15045,15,1,0,0,0,0,1,0,0
2900,50,26640,5,4,1,0,0,0,1,0,0
-2000,25,23004,14,3,0,0,0,0,0,0,0
20000,62,14100,12,3,1,0,0,0,1,0,0
4199,38,42906,12,4,1,0,0,0,1,0,0
-3158,41,14040,12,2,0,0,0,0,1,0,0
0,42,2838,12,1,0,0,0,0,0,0,0
0,33,30600,9,6,1,0,0,0,0,0,0
38000,39,99345,14,1,0,0,0,1,1,0,0
-1000,35,4395,9,4,1,0,0,0,0,0,0
0,36,2310,12,1,0,0,0,0,0,0,0
1444,31,27162,13,2,1,1,0,0,0,0,0
4629,28,48900,14,3,1,0,0,0,1,0,0
0,32,6030,8,3,0,0,0,0,0,0,0
16200,52,30099,14,2,0,0,1,1,1,0,0
122499,61,60150,18,2,0,0,0,0,1,0,0
-440,33,23400,12,3,0,0,0,0,0,0,0
-1067,59,6684,12,5,1,1,0,0,0,0,0
-8400,33,31392,12,3,1,1,0,0,0,0,0
-6700,32,54000,12,2,1,1,0,0,1,0,0
1000,34,18975,16,3,1,1,0,0,0,0,0
83999,44,20640,13,3,1,0,0,0,1,0,0
7200,28,36075,14,2,1,1,0,1,0,0,0
3718,31,27900,16,1,0,0,0,0,1,0,0
11400,37,35226,15,6,1,1,0,0,1,0,0
-3720,34,28935,12,3,1,0,0,0,1,0,0
0,29,6573,12,4,0,0,0,0,0,0,0
-500,29,13272,14,1,0,0,0,0,0,0,0
-2300,29,46839,16,3,1,1,0,0,1,0,0
0,43,10668,17,1,0,0,0,0,0,0,0
14060,38,94503,18,5,1,1,0,0,1,0,0
10050,40,60498,12,2,1,1,0,1,1,0,0
-900,49,4218,12,1,0,0,0,0,1,0,0
2400,42,37851,12,6,0,0,1,0,0,0,0
2223,50,10362,12,1,0,0,0,0,0,0,0
0,37,10800,4,7,1,0,0,0,0,0,0
-5150,43,17520,12,2,0,0,0,0,0,0,0
-3000,49,14631,14,2,0,0,0,0,0,0,0
-3800,64,26946,14,2,0,0,0,0,1,0,0
0,28,5550,12,1,0,0,0,0,0,0,0
0,29,7290,12,3,1,0,0,0,0,0,0
10398,42,51492,16,4,1,1,0,0,1,0,0
-2950,50,53940,11,3,1,1,0,0,1,0,0
0,35,1596,12,1,0,0,0,0,0,0,0
113595,58,59952,12,2,1,1,0,1,1,0,0
8249,63,17733,10,2,1,0,0,0,1,0,0
2758,34,96174,16,5,1,1,0,0,0,0,0
300,52,22848,12,1,0,0,0,0,0,0,0
-500,53,21000,12,3,1,1,0,0,1,0,0
40,54,15594,15,4,0,0,0,0,1,0,0
12633,25,49026,12,3,1,1,0,0,1,0,0
-2900,46,28605,15,2,1,1,0,0,0,0,0
-3880,25,31803,13,1,0,0,0,0,0,0,0
-1025,46,85065,12,4,1,1,0,0,1,0,0
23898,54,71604,13,2,1,0,0,0,1,0,0
50,46,19233,12,5,1,0,0,0,1,0,0
1500,32,53664,16,2,1,1,1,0,1,0,0
-1600,29,19848,11,4,1,1,1,0,1,0,0
0,29,11721,12,3,0,0,0,0,0,0,0
5900,31,27906,16,3,1,0,0,1,1,0,0
200,63,36252,12,2,1,0,0,0,1,0,0
4600,31,33036,16,1,0,0,0,1,1,0,0
-3075,26,21456,13,1,0,0,0,0,0,0,0
9950,50,45015,12,6,1,1,1,1,1,0,0
1499,38,31674,15,1,0,0,1,0,1,0,0
33199,52,75126,13,2,1,1,0,0,1,0,0
-400,28,921,13,1,0,0,0,0,0,0,0
24600,32,62385,14,3,1,1,0,1,1,0,0
0,30,16800,12,1,0,0,0,0,0,0,0
120500,59,84159,14,2,1,0,0,0,1,0,0
-2617,52,9000,12,2,0,0,1,0,1,0,0
23549,29,19491,18,1,0,0,0,0,0,0,0
4575,40,13170,12,1,0,0,0,1,0,0,0
-3725,27,27657,12,2,1,1,0,0,0,0,0
-1005,38,38313,16,4,1,1,0,0,1,0,0
0,45,21048,14,4,0,0,1,0,1,0,0
1099,42,26406,10,5,1,0,0,0,1,0,0
4175,36,63288,15,2,1,1,0,0,0,0,0
-1200,44,42024,12,4,1,1,1,0,0,0,0
30523,63,36429,11,2,1,0,1,1,1,0,0
-8800,46,26520,12,1,0,0,1,0,1,0,0
1003126,64,43272,12,2,1,0,0,1,1,0,0
1791,28,30936,12,4,1,1,0,1,1,0,0
900,48,13050,13,1,0,0,1,0,0,0,0
350,29,18000,15,2,0,0,1,0,0,0,0
26900,32,38808,12,2,1,1,0,0,0,0,0
20600,59,33360,17,2,1,1,0,1,1,0,0
-800,39,22095,16,1,0,0,0,0,0,0,0
831,27,6732,12,1,0,0,0,0,0,0,0
-8800,35,23880,12,3,1,1,0,0,0,0,0
20269,33,13440,12,4,0,0,1,0,1,0,0
0,46,36072,12,5,1,1,0,0,1,0,0
-3099,32,16758,12,3,0,0,1,0,0,0,0
-4400,36,18138,12,2,0,0,0,0,1,0,0
799,32,24024,18,1,0,0,0,0,0,0,0
-3440,28,19152,14,3,1,1,0,0,0,0,0
0,46,18000,12,3,1,0,0,0,0,0,0
10,55,15186,12,2,0,0,0,0,0,0,0
2700,40,47355,14,4,1,1,0,0,1,0,0
0,29,16491,15,5,1,0,0,0,0,0,0
-4100,34,37428,10,4,1,1,0,0,0,0,0
-37074,30,44184,14,4,1,0,0,0,0,0,0
-500,34,13320,10,4,1,1,0,0,1,0,0
3000,53,43521,14,2,1,1,0,1,1,0,0
110,30,25380,10,3,1,1,0,0,0,0,0
-2480,45,17616,14,1,0,0,1,0,1,0,0
2600,37,28236,12,1,0,0,1,0,0,0,0
-5154,41,79434,16,4,1,0,0,0,1,0,0
-3345,41,7797,12,5,1,0,0,0,0,0,0
50500,44,90483,15,6,1,0,0,1,1,0,0
-7900,52,22500,14,5,1,0,0,0,1,0,0
-400,43,5766,14,3,0,0,0,0,0,0,0
0,34,20400,13,3,0,0,0,0,0,0,0
-501,38,60096,12,4,1,0,0,0,1,0,0
12400,31,23550,12,3,1,0,0,0,1,0,0
16800,55,28893,13,4,1,1,0,0,0,0,0
9999,45,63366,12,4,1,1,0,0,1,0,0
4499,30,69750,16,3,1,1,0,1,1,0,0
13,39,17424,9,6,1,1,1,0,1,0,0
3795,27,22047,14,1,0,0,0,1,0,0,0
600,38,24462,14,4,1,1,1,0,0,0,0
26000,47,55557,12,3,1,1,0,0,1,0,0
1000,35,24150,12,2,1,0,0,0,1,0,0
1000,40,56994,12,3,1,1,0,0,1,0,0
2245,32,4608,12,4,0,0,0,0,0,0,0
0,38,99996,12,4,1,0,0,0,1,0,0
19099,56,39180,7,2,0,0,1,1,0,0,0
-2000,29,22539,11,4,0,0,0,0,0,0,0
0,48,10581,14,1,0,0,0,0,0,0,0
18900,62,25920,13,2,1,1,0,1,1,0,0
-9151,45,114048,12,4,1,1,0,0,1,0,0
248400,57,45015,16,2,1,0,0,1,0,0,0
1600,33,51222,18,3,0,0,1,0,0,0,0
-1500,53,21150,12,2,0,0,1,0,1,0,0
1e+05,54,31512,12,2,0,0,0,1,1,0,0
-8752,39,55191,12,2,1,1,1,0,0,0,0
0,50,13326,6,2,1,1,0,0,1,0,0
-4900,47,41769,16,1,0,0,1,0,1,0,0
14420,42,47010,18,3,0,0,1,1,1,0,0
350,32,14925,14,1,0,0,0,0,0,0,0
0,35,37548,12,5,1,1,0,0,1,0,0
30180,33,26448,16,3,1,1,0,0,0,0,0
150,34,14982,12,2,0,0,0,0,1,0,0
2000,55,32340,14,2,1,1,0,0,0,0,0
29498,39,54315,16,5,1,1,0,1,1,0,0
-4355,25,33843,14,3,1,1,1,0,0,0,0
11300,56,49866,12,3,1,0,0,1,1,0,0
-335,40,14373,13,2,0,0,1,0,1,0,0
-800,58,4242,12,1,0,0,0,0,0,0,0
-1895,31,28362,17,4,1,0,1,0,1,0,0
0,29,18705,12,1,0,0,0,0,1,0,0
-500,29,89280,13,1,0,0,1,0,0,0,0
16209,55,23346,12,3,1,0,0,0,1,0,0
-31845,41,80439,12,2,1,1,0,0,0,0,0
-12951,34,29166,18,2,1,0,0,0,0,0,0
230,30,31725,12,6,1,0,0,0,1,0,0
2200,29,8379,12,2,0,0,0,0,1,0,0
300,32,21420,11,4,1,0,0,0,1,0,0
3000,38,6966,14,3,0,0,1,0,1,0,0
-15001,33,31236,12,6,1,1,0,0,1,0,0
330,54,53475,12,2,1,1,0,0,1,0,0
-9700,54,53961,12,4,1,1,0,0,1,0,0
0,32,22440,12,3,1,1,0,0,1,0,0
-7500,27,43518,12,3,1,1,0,0,0,0,0
0,26,16983,12,1,0,0,1,0,0,0,0
1300,35,24000,16,1,0,0,0,0,1,0,0
1319,56,4398,10,1,0,0,0,0,1,0,0
37650,61,13893,12,1,0,0,0,1,1,0,0
6,26,15219,12,2,0,0,0,0,0,0,0
0,57,9417,7,4,0,0,0,0,0,0,0
74000,52,97299,16,4,1,1,1,1,1,0,0
-4000,36,17136,12,3,1,0,0,0,0,0,0
