"gender","ethnicity","birth","grade","star","read","math","lunch","school","degree","ladder","experience","tethnicity","system","schoolid","id"
"female","cauc",1980 Q3,"1st","small",558,538,"non-free","rural","bachelor","notladder",6,"cauc","21","50","171673"
"female","cauc",1979 Q2,"1st","regular",507,512,"non-free","urban","master","level1",3,"cauc","7","10","171692"
"male","afam",1980 Q1,"1st","regular",472,532,"free","inner-city","bachelor","level1",27,"cauc","11","27","171711"
"female","afam",1980 Q4,"1st","small",471,444,"free","suburban","bachelor","level1",16,"cauc","11","17","171720"
"female","cauc",1979 Q4,"1st","regular",516,535,"non-free","suburban","master","level1",5,"cauc","12","36","171734"
"male","cauc",1980 Q2,"1st","regular",590,529,"non-free","rural","master","level1",42,"cauc","30","63","171758"
"female","cauc",1980 Q3,"1st","regular+aide",571,538,"non-free","rural","bachelor","level1",9,"cauc","34","68","171787"
"female","cauc",1979 Q2,"1st","regular",521,526,"free","rural","bachelor","level3",11,"cauc","35","69","171820"
"male","cauc",1979 Q4,"1st","regular+aide",442,470,"free","urban","bachelor","notladder",0,"cauc","20","48","171831"
"male","cauc",1980 Q1,"1st","regular+aide",482,512,"non-free","rural","master","level1",11,"afam","21","49","171872"
"male","cauc",1980 Q3,"1st","regular",590,523,"non-free","rural","bachelor","level1",19,"cauc","31","64","171882"
"female","cauc",1980 Q2,"1st","small",604,545,"free","rural","master","level3",13,"cauc","31","65","171900"
"male","afam",1980 Q3,"1st","regular",447,436,"free","inner-city","bachelor","apprentice",2,"cauc","11","30","171915"
"male","cauc",1979 Q4,"1st","regular",571,627,"non-free","rural","master","level1",13,"cauc","5","7","171975"
"female","cauc",1980 Q1,"1st","small",516,538,"non-free","urban","bachelor","level1",5,"cauc","26","59","172001"
"male","cauc",1979 Q3,"1st","regular+aide",483,505,"free","urban","master","level1",8,"cauc","6","9","172009"
"female","cauc",1980 Q1,"1st","regular+aide",571,572,"non-free","rural","bachelor","level3",16,"cauc","35","69","172063"
"female","cauc",1979 Q4,"1st","regular+aide",533,518,"non-free","suburban","bachelor","level1",27,"cauc","25","58","172071"
"female","afam",1980 Q2,"1st","regular",478,461,"free","inner-city","bachelor","level1",4,"cauc","11","32","172094"
"male","cauc",1980 Q1,"1st","regular+aide",530,553,"free","rural","bachelor","level1",6,"cauc","36","71","172160"
"female","cauc",1980 Q2,"1st","regular+aide",519,553,"non-free","rural","bachelor","probation",0,"cauc","40","77","172173"
"male","afam",1980 Q1,"1st","regular",428,456,"free","inner-city","bachelor","apprentice",2,"cauc","11","30","172208"
"female","cauc",1980 Q1,"1st","regular",488,535,"non-free","rural","bachelor","notladder",12,"cauc","3","3","172224"
"male","cauc",1980 Q3,"1st","regular",540,518,"non-free","rural","bachelor","level1",11,"cauc","23","55","172249"
"female","cauc",1980 Q2,"1st","small",571,562,"non-free","rural","bachelor","level1",21,"cauc","3","3","172286"
"female","cauc",1980 Q3,"1st","regular",454,479,"free","rural","bachelor","level1",4,"cauc","31","64","172315"
"male","cauc",1980 Q1,"1st","regular+aide",445,507,"non-free","rural","bachelor","probation",2,"cauc","24","56","172336"
"female","afam",1980 Q1,"1st","small",553,601,"non-free","suburban","master","level3",23,"afam","11","24","172353"
"male","afam",1980 Q3,"1st","regular",604,557,"non-free","inner-city","bachelor","notladder",3,"afam","11","19","172362"
"female","cauc",1979 Q4,"1st","regular",548,549,"non-free","suburban","master","level1",10,"cauc","28","61","172374"
"male","afam",1980 Q3,"1st","regular+aide",436,502,"free","suburban","bachelor","apprentice",2,"afam","18","44","172410"
"male","cauc",1980 Q2,"1st","regular+aide",482,510,"non-free","suburban","master","level1",6,"cauc","25","58","172430"
"male","cauc",1980 Q2,"1st","regular+aide",456,484,"free","urban","master","level1",15,"cauc","27","60","172444"
"female","afam",1980 Q3,"1st","small",527,495,"free","inner-city","bachelor","level1",4,"afam","11","33","172458"
"female","cauc",1980 Q3,"1st","small",527,567,"non-free","urban","master","level1",19,"cauc","26","59","172475"
"male","cauc",1978 Q4,"1st","regular",503,472,"free","rural","bachelor","level1",4,"cauc","31","64","172488"
"male","cauc",1980 Q1,"1st","regular",553,562,"non-free","rural","master","level1",42,"cauc","30","63","172544"
"female","afam",1980 Q3,"1st","small",477,493,"non-free","rural","master","level1",11,"cauc","23","55","172554"
"male","afam",1979 Q3,"1st","small",460,529,"free","inner-city","bachelor","apprentice",2,"afam","11","29","172569"
"male","afam",1979 Q4,"1st","small",438,449,"free","inner-city","bachelor","level1",4,"cauc","11","32","172583"
"female","cauc",1980 Q3,"1st","regular",629,532,"non-free","urban","bachelor","level1",11,"cauc","6","9","172635"
"female","afam",1980 Q1,"1st","small",544,567,"free","suburban","bachelor","apprentice",1,"cauc","18","44","172687"
"male","afam",1979 Q4,"1st","regular+aide",469,479,"free","inner-city","bachelor","level1",27,"afam","11","22","172710"
"female","cauc",1980 Q1,"1st","regular+aide",477,481,"free","rural","bachelor","level1",4,"cauc","32","66","172735"
"male","cauc",1980 Q2,"1st","regular",488,538,"non-free","rural","bachelor","probation",0,"cauc","40","77","172765"
"female","cauc",1980 Q3,"1st","regular+aide",579,578,"free","rural","bachelor","level1",16,"cauc","8","11","172795"
"female","afam",1979 Q4,"1st","regular+aide",472,486,"free","rural","master","level1",6,"cauc","12","35","172807"
"female","cauc",1980 Q1,"1st","regular",540,532,"non-free","rural","bachelor","level1",6,"cauc","12","34","172833"
"female","afam",1980 Q1,"1st","small",480,495,"non-free","suburban","bachelor","level1",8,"cauc","18","46","172848"
"male","afam",1980 Q3,"1st","regular",447,463,"free","inner-city","bachelor","apprentice",1,"cauc","11","22","172890"
"female","afam",1979 Q1,"1st","regular",468,507,"free","suburban","master","level1",12,"cauc","22","51","172913"
"male","cauc",1979 Q4,"1st","small",629,584,"non-free","rural","bachelor","level1",4,"cauc","32","66","172918"
"male","cauc",1980 Q1,"1st","regular",571,572,"free","rural","master","level1",13,"cauc","41","78","172945"
"female","afam",1980 Q1,"1st","regular",492,510,"free","rural","master","level1",13,"cauc","37","73","172961"
"male","afam",1979 Q1,"1st","regular+aide",533,518,"free","inner-city","bachelor","apprentice",1,"afam","18","45","172977"
"male","cauc",1980 Q1,"1st","small",629,545,"non-free","rural","bachelor","level1",21,"cauc","3","3","173007"
"female","afam",1979 Q4,"1st","regular+aide",548,557,"free","rural","bachelor","notladder",23,"cauc","38","74","173015"
"male","afam",1978 Q4,"1st","regular",428,468,"free","inner-city","bachelor","level1",4,"cauc","11","32","173032"
"male","cauc",1979 Q2,"1st","regular+aide",501,553,"free","rural","bachelor","level1",9,"cauc","30","63","173070"
"female","afam",1980 Q3,"1st","regular+aide",540,523,"free","inner-city","master","level2",33,"afam","11","16","173099"
"female","afam",1980 Q3,"1st","small",536,512,"non-free","inner-city","master","level1",36,"cauc","22","53","173113"
"male","cauc",1979 Q4,"1st","small",540,572,"non-free","rural","master","level1",12,"cauc","36","72","173143"
"female","afam",1980 Q1,"1st","small",629,553,"non-free","suburban","master","level1",12,"afam","11","23","173169"
"female","cauc",1980 Q2,"1st","small",540,500,"non-free","suburban","bachelor","notladder",23,"cauc","22","51","173182"
"female","cauc",1980 Q1,"1st","small",501,553,"free","rural","bachelor","level1",10,"cauc","33","67","173217"
"female","cauc",1980 Q1,"1st","regular+aide",465,532,"non-free","rural","bachelor","level1",11,"cauc","10","13","173231"
"female","afam",1980 Q2,"1st","small",472,507,"free","suburban","bachelor","apprentice",13,"cauc","22","52","173261"
"female","cauc",1980 Q3,"1st","regular+aide",459,497,"free","rural","bachelor","apprentice",1,"cauc","37","73","173275"
"female","cauc",1979 Q4,"1st","small",629,601,"non-free","rural","bachelor","level3",19,"cauc","15","39","173302"
"male","afam",1979 Q4,"1st","regular",499,518,"free","suburban","bachelor","level1",11,"cauc","11","20","173319"
"female","cauc",1980 Q3,"1st","small",548,538,"non-free","rural","bachelor","level1",15,"cauc","30","63","173339"
"female","cauc",1980 Q3,"1st","regular",579,557,"free","urban","master","level1",8,"cauc","26","59","173371"
"male","cauc",1979 Q4,"1st","regular",439,493,"free","urban","bachelor","level1",11,"cauc","27","60","173383"
"female","afam",1979 Q4,"1st","small",530,451,"non-free","suburban","bachelor","notladder",23,"cauc","22","51","173400"
"female","cauc",1980 Q1,"1st","regular+aide",482,497,"non-free","urban","bachelor","notladder",0,"cauc","20","48","173425"
"female","afam",1980 Q3,"1st","small",629,553,"free","suburban","bachelor","level1",21,"cauc","11","25","173433"
"female","cauc",1980 Q2,"1st","regular",579,676,"non-free","rural","bachelor","level1",15,"cauc","36","72","173501"
"male","cauc",1980 Q1,"1st","regular",530,549,"non-free","rural","bachelor","probation",3,"cauc","24","56","173520"
"male","cauc",1979 Q4,"1st","small",558,601,"non-free","urban","master","level1",19,"cauc","26","59","173527"
"female","afam",1980 Q3,"1st","regular+aide",482,518,"free","rural","bachelor","level1",9,"cauc","34","68","173563"
"female","cauc",1980 Q3,"1st","regular",590,545,"free","rural","bachelor","level1",32,"cauc","9","12","173578"
"male","cauc",1980 Q1,"1st","regular",629,612,"non-free","rural","master","level1",8,"cauc","10","13","173601"
"male","cauc",1980 Q1,"1st","regular+aide",527,507,"non-free","suburban","phd","level1",11,"cauc","12","36","173617"
"male","afam",1979 Q4,"1st","regular+aide",503,526,"free","inner-city","bachelor","apprentice",1,"afam","11","29","173639"
"female","cauc",1979 Q4,"1st","regular+aide",558,545,"non-free","rural","bachelor","level1",18,"cauc","40","77","173654"
"female","cauc",1980 Q2,"1st","regular+aide",651,578,"non-free","rural","master","level1",15,"cauc","12","34","173693"
"male","cauc",1979 Q4,"1st","small",604,572,"non-free","urban","master","level3",16,"cauc","20","48","173704"
"male","cauc",1980 Q2,"1st","regular+aide",564,545,"free","rural","master","apprentice",2,"cauc","15","39","173773"
"female","afam",1980 Q3,"1st","regular+aide",492,474,"non-free","suburban","bachelor","level1",19,"cauc","11","21","173785"
"female","afam",1980 Q1,"1st","regular",514,500,"free","inner-city","bachelor","probation",9,"afam","11","15","173808"
"male","cauc",1979 Q2,"1st","regular+aide",548,601,"free","rural","master","level2",12,"cauc","42","80","173821"
"female","cauc",1980 Q2,"1st","small",571,557,"non-free","rural","bachelor","level1",7,"cauc","30","63","173838"
"female","cauc",1980 Q1,"1st","small",590,562,"non-free","rural","master","level1",6,"cauc","36","71","173873"
"female","cauc",1979 Q4,"1st","small",466,507,"non-free","rural","bachelor","level1",14,"cauc","39","75","173896"
"female","cauc",1980 Q2,"1st","regular",553,562,"non-free","urban","master","level1",8,"cauc","26","59","173933"
"male","cauc",1979 Q4,"1st","regular",480,515,"non-free","suburban","master","level1",19,"cauc","18","46","173944"
"female","afam",1979 Q4,"1st","regular",466,510,"free","suburban","bachelor","apprentice",1,"cauc","22","52","173974"
"female","cauc",1979 Q3,"1st","regular",499,520,"free","urban","bachelor","level1",17,"cauc","20","48","174011"
"female","afam",1980 Q3,"1st","regular+aide",530,490,"free","inner-city","bachelor","notladder",31,"afam","11","32","174042"
"male","afam",1979 Q3,"1st","regular",485,526,"free","inner-city","master","probation",5,"cauc","11","29","174057"
"female","cauc",1980 Q2,"1st","small",482,515,"free","rural","master","level1",4,"cauc","24","56","174077"
"female","cauc",1979 Q4,"1st","regular",590,578,"free","rural","bachelor","level1",15,"cauc","36","72","174102"
"male","cauc",1979 Q4,"1st","regular+aide",548,535,"free","rural","master","level1",6,"cauc","12","35","174120"
"female","cauc",1980 Q3,"1st","regular+aide",629,584,"non-free","rural","bachelor","probation",0,"cauc","40","77","174137"
"female","afam",1979 Q4,"1st","regular",548,520,"non-free","suburban","bachelor","notladder",25,"afam","11","23","174152"
"male","afam",1980 Q3,"1st","regular+aide",462,545,"free","suburban","bachelor","apprentice",2,"afam","18","44","174170"
"male","cauc",1979 Q2,"1st","regular+aide",477,557,"free","rural","master","level1",9,"cauc","34","68","174190"
"female","afam",1980 Q4,"1st","regular",519,523,"non-free","suburban","bachelor","probation",2,"afam","11","24","174216"
"female","cauc",1980 Q2,"1st","regular",488,510,"non-free","rural","bachelor","level1",8,"cauc","31","65","174254"
"male","cauc",1979 Q4,"1st","regular",604,567,"non-free","rural","bachelor","level1",16,"cauc","39","75","174280"
"male","cauc",1980 Q3,"1st","regular",475,529,"non-free","urban","master","level1",3,"cauc","7","10","174298"
"female","cauc",1980 Q3,"1st","regular+aide",533,557,"non-free","suburban","master","level1",29,"cauc","28","61","174346"
"male","afam",1980 Q3,"1st","regular",505,549,"non-free","suburban","bachelor","notladder",0,"afam","11","23","174379"
"male","afam",1980 Q2,"1st","regular",465,572,"free","inner-city","bachelor","probation",0,"afam","18","45","174396"
"male","cauc",1979 Q1,"1st","regular+aide",482,495,"free","rural","bachelor","level1",14,"afam","36","72","174417"
"female","cauc",1979 Q4,"1st","small",571,538,"non-free","suburban","bachelor","level1",16,"cauc","11","17","174470"
"female","afam",1980 Q2,"1st","regular",457,512,"free","inner-city","bachelor","probation",5,"cauc","11","27","174508"
"female","afam",1980 Q3,"1st","regular+aide",524,549,"non-free","suburban","master","level1",13,"cauc","22","52","174521"
"male","afam",1980 Q3,"1st","small",519,529,"free","suburban","bachelor","probation",1,"afam","11","25","174539"
"male","amindian",1979 Q1,"1st","regular",527,510,"non-free","suburban","master","level1",7,"afam","22","51","174560"
"female","cauc",1980 Q1,"1st","regular+aide",629,572,"non-free","suburban","master","level1",29,"cauc","28","61","174577"
"male","afam",1980 Q1,"1st","regular+aide",544,518,"free","suburban","bachelor","level1",4,"cauc","11","24","174609"
"female","afam",1980 Q1,"1st","regular+aide",629,592,"non-free","urban","master","level1",14,"cauc","7","10","174641"
"male","cauc",1980 Q2,"1st","regular+aide",447,497,"non-free","urban","bachelor","level1",7,"cauc","20","48","174653"
"male","cauc",1980 Q1,"1st","small",604,627,"free","rural","bachelor","apprentice",0,"cauc","19","47","174688"
"female","afam",1980 Q2,"1st","regular",466,465,"free","inner-city","bachelor","probation",1,"afam","11","28","174702"
"male","cauc",1979 Q1,"1st","small",434,441,"free","rural","bachelor","level3",18,"cauc","5","7","174720"
"male","cauc",1979 Q4,"1st","small",497,627,"free","suburban","master","notladder",16,"cauc","18","43","174743"
"male","afam",1980 Q2,"1st","small",512,584,"non-free","inner-city","bachelor","level1",8,"cauc","11","28","174766"
"female","afam",1979 Q4,"1st","regular",540,572,"free","inner-city","bachelor","level1",37,"afam","11","31","174774"
"female","cauc",1979 Q3,"1st","regular",527,567,"non-free","urban","master","level1",3,"cauc","7","10","174793"
"male","cauc",1980 Q4,"1st","regular+aide",564,584,"non-free","rural","bachelor","level1",4,"cauc","32","66","174808"
"male","cauc",1980 Q3,"1st","regular",485,512,"non-free","rural","bachelor","level1",12,"cauc","32","66","174843"
"female","cauc",1979 Q4,"1st","regular+aide",482,515,"free","inner-city","bachelor","level1",7,"cauc","22","53","174855"
"female","cauc",1979 Q1,"1st","regular",499,529,"non-free","suburban","bachelor","probation",1,"afam","22","51","174913"
"male","cauc",1980 Q2,"1st","small",604,601,"non-free","rural","master","apprentice",1,"cauc","31","64","174941"
"male","cauc",1980 Q1,"1st","small",629,567,"non-free","suburban","bachelor","level1",12,"cauc","22","52","174959"
"female","afam",1979 Q4,"1st","regular+aide",483,505,"free","inner-city","bachelor","level1",35,"afam","11","30","174966"
"male","afam",1980 Q3,"1st","small",441,444,"free","inner-city","master","level1",17,"afam","11","30","174987"
"male","afam",1980 Q2,"1st","regular+aide",474,474,"free","inner-city","bachelor","level1",10,"cauc","11","32","175036"
"male","cauc",1980 Q2,"1st","regular+aide",505,553,"free","rural","master","level1",9,"cauc","5","7","175052"
"male","afam",1980 Q3,"1st","regular",454,468,"free","inner-city","bachelor","probation",2,"afam","11","28","175099"
"female","cauc",1979 Q4,"1st","small",485,507,"non-free","suburban","bachelor","level1",18,"cauc","18","46","175110"
"female","afam",1979 Q2,"1st","regular+aide",516,520,"free","suburban","master","level1",29,"cauc","28","61","175132"
"female","cauc",1979 Q4,"1st","regular",544,542,"free","rural","bachelor","level1",8,"cauc","31","65","175159"
"male","cauc",1979 Q4,"1st","small",651,612,"non-free","rural","bachelor","level1",9,"cauc","40","77","175191"
"male","afam",1980 Q3,"1st","regular+aide",426,461,"free","inner-city","bachelor","apprentice",5,"cauc","11","28","175227"
"female","afam",1980 Q3,"1st","regular",477,484,"free","inner-city","master","level1",19,"cauc","11","33","175243"
"male","cauc",1980 Q1,"1st","regular",516,518,"non-free","rural","master","level1",5,"cauc","39","75","175263"
"male","cauc",1980 Q2,"1st","regular+aide",501,523,"free","rural","bachelor","level1",14,"afam","36","72","175293"
"male","cauc",1979 Q4,"1st","regular+aide",553,601,"non-free","rural","bachelor","level1",17,"cauc","21","50","175319"
"male","cauc",1980 Q3,"1st","regular+aide",527,529,"non-free","rural","bachelor","level1",31,"cauc","36","71","175353"
"male","cauc",1979 Q3,"1st","small",433,441,"free","rural","bachelor","notladder",6,"cauc","21","50","175385"
"female","cauc",1979 Q4,"1st","regular",558,584,"non-free","rural","bachelor","level1",7,"cauc","33","67","175398"
"male","afam",1978 Q4,"1st","regular",444,510,"free","suburban","bachelor","apprentice",2,"cauc","11","23","175415"
"male","cauc",1980 Q2,"1st","regular+aide",604,567,"free","rural","master","level1",18,"cauc","14","38","175453"
"female","cauc",1980 Q2,"1st","regular",558,468,"free","urban","bachelor","apprentice",1,"cauc","13","37","175518"
"male","cauc",1979 Q3,"1st","small",469,510,"free","rural","bachelor","level1",12,"cauc","29","62","175531"
"male","cauc",1978 Q4,"1st","regular",507,562,"free","urban","bachelor","level1",5,"cauc","2","2","175542"
"male","afam",1979 Q3,"1st","regular",442,472,"free","inner-city","master","notladder",3,"cauc","11","26","175626"
"female","cauc",1979 Q4,"1st","regular",519,535,"non-free","rural","bachelor","level1",19,"cauc","14","38","175638"
"male","cauc",1978 Q4,"1st","regular+aide",495,584,"free","rural","bachelor","level1",17,"cauc","21","50","175703"
"female","cauc",1980 Q2,"1st","regular",548,612,"non-free","rural","master","level1",13,"cauc","5","7","175724"
"female","cauc",1979 Q4,"1st","regular+aide",604,557,"free","rural","master","level1",13,"cauc","38","74","175735"
"female","cauc",1980 Q1,"1st","small",505,470,"non-free","rural","specialist","level1",17,"cauc","39","75","175761"
"female","cauc",1980 Q2,"1st","small",533,553,"non-free","rural","bachelor","level1",13,"cauc","12","35","175773"
"female","cauc",1980 Q3,"1st","regular",553,529,"non-free","urban","bachelor","level1",20,"cauc","13","37","175835"
"male","cauc",1980 Q3,"1st","regular+aide",544,526,"non-free","rural","bachelor","level1",20,"cauc","31","65","175851"
"male","cauc",1980 Q1,"1st","regular+aide",590,578,"non-free","rural","master","level1",16,"cauc","5","7","175872"
"female","afam",1980 Q3,"1st","small",490,472,"free","inner-city","bachelor","notladder",9,"afam","11","19","175930"
"male","afam",1979 Q2,"1st","regular+aide",485,553,"free","inner-city","bachelor","level1",7,"cauc","22","53","175948"
"female","afam",1979 Q1,"1st","small",460,481,"free","inner-city","master","level1",17,"afam","11","30","175968"
"male","afam",1980 Q1,"1st","small",533,612,"free","inner-city","bachelor","apprentice",2,"afam","11","29","175999"
"female","afam",1980 Q1,"1st","small",651,627,"non-free","suburban","bachelor","level1",4,"cauc","11","23","176049"
"male","cauc",1980 Q2,"1st","regular+aide",478,518,"non-free","rural","master","level1",7,"cauc","36","72","176076"
"female","cauc",1980 Q3,"1st","small",466,481,"free","rural","bachelor","probation",1,"cauc","14","38","176091"
"male","cauc",1980 Q1,"1st","regular+aide",530,549,"non-free","suburban","phd","level1",11,"cauc","12","36","176145"
"female","cauc",1980 Q1,"1st","small",488,545,"non-free","rural","bachelor","level1",12,"cauc","29","62","176159"
"female","cauc",1980 Q3,"1st","small",478,502,"free","rural","master","level1",11,"cauc","23","55","176187"
"female","cauc",1980 Q1,"1st","regular",514,526,"non-free","suburban","master","level1",5,"cauc","12","36","176207"
"female","asian",1980 Q2,"1st","regular",590,562,"free","rural","bachelor","level1",8,"cauc","36","72","176285"
"male","afam",1979 Q4,"1st","regular",441,463,"free","inner-city","bachelor","level1",5,"cauc","11","16","176310"
"female","afam",1980 Q1,"1st","regular+aide",487,505,"free","suburban","bachelor","probation",2,"cauc","22","51","176383"
"male","cauc",1980 Q1,"1st","small",571,653,"non-free","urban","bachelor","level1",20,"cauc","6","9","176415"
"female","cauc",1979 Q4,"1st","regular",512,529,"non-free","rural","bachelor","level1",16,"cauc","39","75","176439"
"male","cauc",1980 Q1,"1st","regular",629,627,"free","suburban","bachelor","apprentice",3,"cauc","22","54","176465"
"male","afam",1980 Q3,"1st","regular+aide",497,470,"free","suburban","master","level1",9,"afam","11","25","176475"
"male","afam",1979 Q4,"1st","regular+aide",483,523,"free","inner-city","bachelor","level1",10,"cauc","11","32","176488"
"female","cauc",1980 Q2,"1st","regular+aide",629,553,"non-free","rural","specialist","level1",18,"cauc","39","75","176508"
"male","afam",1980 Q1,"1st","small",485,538,"non-free","inner-city","bachelor","notladder",18,"cauc","11","14","176560"
"male","afam",1980 Q1,"1st","small",507,572,"free","inner-city","master","level1",9,"afam","11","22","176624"
"male","afam",1980 Q3,"1st","regular",507,495,"free","inner-city","master","level1",32,"afam","11","33","176635"
"male","cauc",1979 Q4,"1st","regular",629,567,"non-free","rural","bachelor","level1",5,"cauc","24","56","176648"
"female","afam",1980 Q3,"1st","regular+aide",468,538,"free","inner-city","bachelor","apprentice",1,"afam","11","29","176681"
"female","afam",1978 Q3,"1st","regular",490,493,"free","rural","bachelor","probation",3,"cauc","24","56","176699"
"male","cauc",1979 Q1,"1st","regular+aide",474,497,"non-free","suburban","master","notladder",18,"cauc","18","43","176719"
"female","cauc",1979 Q4,"1st","regular",590,557,"free","rural","bachelor","level1",21,"cauc","30","63","176775"
"male","cauc",1980 Q3,"1st","regular+aide",590,567,"non-free","suburban","master","level1",6,"cauc","25","58","176795"
"male","cauc",1980 Q3,"1st","regular",503,507,"non-free","suburban","bachelor","level1",16,"cauc","11","17","176825"
"female","afam",1980 Q1,"1st","regular+aide",530,518,"free","suburban","bachelor","probation",4,"cauc","22","54","176927"
"female","cauc",1980 Q3,"1st","small",477,518,"non-free","suburban","bachelor","level1",4,"cauc","11","21","176937"
"female","afam",1979 Q3,"1st","regular+aide",501,538,"non-free","rural","bachelor","probation",2,"cauc","24","56","176969"
"male","cauc",1980 Q1,"1st","small",448,449,"non-free","rural","specialist","level1",17,"cauc","39","75","176993"
"male","cauc",1980 Q1,"1st","regular",521,538,"non-free","rural","bachelor","level1",16,"cauc","8","11","177023"
"male","cauc",1980 Q1,"1st","small",490,553,"free","rural","bachelor","level1",10,"cauc","33","67","177055"
"male","afam",1980 Q1,"1st","regular",462,490,"free","rural","bachelor","probation",3,"cauc","24","56","177105"
"female","afam",1979 Q1,"1st","regular+aide",474,497,"free","suburban","master","level1",13,"cauc","22","52","177136"
"male","cauc",1979 Q4,"1st","small",530,497,"free","urban","master","level1",13,"cauc","13","37","177142"
"male","cauc",1980 Q1,"1st","regular+aide",579,553,"non-free","rural","bachelor","level1",6,"cauc","36","71","177183"
"female","cauc",1980 Q3,"1st","regular",651,592,"non-free","rural","bachelor","level1",8,"cauc","36","72","177194"
"male","cauc",1978 Q1,"1st","regular",475,545,"free","rural","bachelor","level1",15,"cauc","6","8","177233"
"male","cauc",1980 Q1,"1st","small",629,535,"non-free","urban","bachelor","level1",27,"cauc","6","9","177263"
"male","afam",1980 Q4,"1st","regular+aide",503,512,"non-free","inner-city","bachelor","apprentice",3,"cauc","11","27","177286"
"male","afam",1980 Q1,"1st","regular+aide",533,529,"free","suburban","bachelor","level1",6,"cauc","22","51","177329"
"male","cauc",1980 Q3,"1st","regular+aide",540,502,"non-free","rural","master","level1",16,"cauc","5","7","177337"
"male","afam",1980 Q1,"1st","regular",477,542,"non-free","suburban","bachelor","notladder",0,"afam","11","23","177376"
"female","cauc",1980 Q2,"1st","regular",521,507,"non-free","rural","bachelor","level1",11,"cauc","23","55","177389"
"female","cauc",1979 Q4,"1st","small",558,538,"non-free","rural","bachelor","notladder",6,"cauc","21","50","177399"
"male","cauc",1980 Q3,"1st","regular+aide",480,500,"free","rural","master","level1",6,"cauc","12","35","177419"
"male","cauc",1979 Q1,"1st","regular+aide",516,578,"free","rural","master","level1",11,"cauc","37","73","177441"
"male","cauc",1979 Q2,"1st","regular+aide",466,481,"free","rural","bachelor","level3",16,"cauc","35","69","177485"
"male","cauc",1978 Q4,"1st","regular+aide",590,523,"free","rural","bachelor","level1",18,"cauc","40","77","177494"
"male","afam",1980 Q4,"1st","regular+aide",480,507,"free","suburban","bachelor","level1",19,"cauc","11","21","177511"
"female","afam",1980 Q2,"1st","small",521,500,"free","rural","bachelor","notladder",6,"cauc","21","50","177549"
"female","cauc",1980 Q2,"1st","small",604,592,"non-free","rural","master","level1",12,"cauc","36","72","177566"
"male","cauc",1979 Q4,"1st","small",524,545,"free","rural","bachelor","level1",5,"cauc","9","12","177574"
"male","afam",1979 Q2,"1st","regular+aide",514,535,"free","rural","master","level1",9,"cauc","5","7","177629"
"male","cauc",1980 Q2,"1st","regular",459,520,"non-free","rural","bachelor","level1",7,"cauc","33","67","177676"
"male","afam",1979 Q3,"1st","regular",436,456,"free","inner-city","bachelor","apprentice",2,"cauc","11","16","177705"
"male","afam",1980 Q3,"1st","regular+aide",474,479,"free","inner-city","bachelor","level1",27,"afam","11","22","177723"
"female","afam",1980 Q3,"1st","regular",483,505,"free","suburban","bachelor","apprentice",1,"cauc","22","52","177770"
"female","cauc",1979 Q4,"1st","regular+aide",509,474,"free","rural","bachelor","level1",31,"cauc","36","71","177783"
"male","cauc",1980 Q2,"1st","small",544,592,"free","rural","master","level1",8,"cauc","30","63","177836"
"male","cauc",1979 Q3,"1st","regular",530,557,"non-free","rural","bachelor","level1",21,"cauc","30","63","177849"
"male","cauc",1980 Q3,"1st","regular+aide",434,461,"non-free","rural","bachelor","level1",31,"cauc","36","71","177883"
"male","cauc",1980 Q2,"1st","regular+aide",490,523,"non-free","rural","master","level1",11,"cauc","24","57","177965"
"female","cauc",1980 Q1,"1st","regular+aide",448,486,"free","urban","bachelor","notladder",0,"cauc","20","48","177983"
"male","cauc",1980 Q1,"1st","small",579,557,"non-free","rural","bachelor","level1",7,"cauc","31","64","178000"
"female","afam",1980 Q3,"1st","regular",492,526,"free","inner-city","bachelor","level1",14,"afam","22","53","178011"
"male","cauc",1980 Q3,"1st","regular",457,500,"free","urban","bachelor","level1",11,"cauc","27","60","178027"
"male","afam",1979 Q3,"1st","regular+aide",516,535,"free","rural","master","level1",16,"cauc","5","7","178041"
"male","cauc",1980 Q3,"1st","small",472,481,"non-free","rural","master","level1",6,"cauc","36","71","178059"
"female","afam",1980 Q2,"1st","regular+aide",450,490,"free","inner-city","bachelor","level1",10,"cauc","11","32","178077"
"female","cauc",1980 Q2,"1st","regular+aide",474,512,"non-free","suburban","master","level1",9,"afam","11","25","178094"
"male","cauc",1980 Q3,"1st","regular",428,490,"non-free","rural","bachelor","level1",7,"cauc","33","67","178123"
"male","cauc",1979 Q3,"1st","regular+aide",503,515,"free","rural","master","level1",11,"afam","21","49","178137"
"female","cauc",1980 Q1,"1st","regular+aide",514,502,"free","rural","master","level1",11,"afam","21","49","178159"
"male","cauc",1980 Q2,"1st","small",463,488,"free","rural","bachelor","probation",1,"cauc","14","38","178174"
"female","afam",1979 Q2,"1st","regular",425,463,"free","inner-city","bachelor","apprentice",2,"cauc","11","16","178204"
"female","cauc",1980 Q3,"1st","regular",604,601,"non-free","suburban","bachelor","apprentice",3,"cauc","22","54","178217"
"male","cauc",1980 Q3,"1st","small",460,502,"free","rural","master","level1",11,"cauc","12","35","178233"
"male","cauc",1980 Q3,"1st","small",460,497,"free","rural","bachelor","level1",7,"cauc","34","68","178315"
